Des'n  AbsMag  G    Epoch M         Perihelion      Node       Incl.  e          n            a          U Reference #Obs  #Opp    Arc    rms  Perts
00099    9.47  0.15 K25BL  68.65214  195.42784   41.40221   13.86365  0.1977127  0.22677154   2.6632403  0 E2025-V38  4916  48 1915-2025 0.71 M-v 3Ek 0000 Dike
00100    7.75  0.15 K25BL 323.24400  183.55245  127.15593    6.43092  0.1679761  0.18141467   3.0904457  0 MPO950948  7989  83 1871-2025 0.55 M-v 3Ek 0000 Hekate
00101    8.39  0.15 K25BL 323.65245  347.75682  343.35784   10.19192  0.1405229  0.23732902   2.5836608  0 MPO950948  7147  64 1871-2025 0.50 M-v 3Ek 0000 Helena
00102    9.46  0.15 K25BL  75.16343  147.47875  210.72943    5.17191  0.2512650  0.22665683   2.6641388  0 E2025-V50  7251  65 1870-2025 0.60 M-v 3Ek 0000 Miriam
00103    7.74  0.15 K25BL 165.59880  190.39387  135.95133    5.42602  0.0810432  0.22181421   2.7027744  0 E2025-V38  8188  82 1871-2025 0.54 M-v 3Ek 0000 Hera
00104    8.53  0.15 K25BL 342.26790   31.91541   41.64403    2.78972  0.1624941  0.17686070   3.1432710  0 E2025-V34  8088  80 1885-2025 0.58 M-v 3Ek 0000 Klymene
00105    8.75  0.15 K25BL  93.49708   56.95628  188.21338   21.45543  0.1790290  0.26970897   2.3724977  0 E2025-V38  4468  62 1904-2025 0.71 M-v 3Ek 0007 Artemis
00106    7.76  0.15 K25BL 279.92762  331.74654   61.98311    4.57500  0.1588532  0.17360143   3.1824910  0 E2025-V46  9400  83 1871-2025 0.53 M-v 3Ek 0000 Dione
00107    7.10  0.15 K25BL 332.54454  303.73826  172.50627    9.99866  0.0664514  0.15096950   3.4930911  0 E2025-V50  5490  77 1868-2025 0.72 M-v 3Ek 0000 Camilla
00108    7.96  0.15 K25BL  13.05753  213.25455  349.72422    4.20941  0.0633316  0.16960571   3.2322807  0 E2025-UJ7  5164  83 1880-2025 0.74 M-v 3Ek 0000 Hecuba
00109    8.98  0.15 K25BL  66.77732   57.58398    2.71574    7.84615  0.3005179  0.22303253   2.6929228  0 MPO950948  4205  61 1869-2025 0.76 M-v 3Ek 0000 Felicitas
00110    7.84  0.15 K25BL  11.46473  282.24105   56.76338    5.95940  0.0791000  0.21818018   2.7327035  0 E2025-V38  4447  74 1870-2025 0.70 M-v 3Ek 0000 Lydia
00111    8.21  0.15 K25BL 270.67769  168.43574  305.66254    4.93242  0.1034905  0.23609220   2.5926763  0 E2025-V50  7302  65 1870-2025 0.57 M-v 3Ek 0000 Ate
00112    9.76  0.15 K25BL 332.50713   16.85589  323.34809    2.59704  0.1279161  0.25957411   2.4338574  0 E2025-V34  5668  58 1870-2025 0.71 M-v 3Ek 0000 Iphigenia
00113    8.54  0.15 K25BL  60.21116   80.25048  123.32185    5.04245  0.0861659  0.26903141   2.3764794  0 E2025-UJ7  4816  86 1871-2025 0.73 M-v 3Ek 0000 Amalthea
00114    8.46  0.15 K25BL 241.83846  352.53160  164.05351    4.94592  0.1389815  0.22526849   2.6750737  0 E2025-V50  8883  68 1902-2025 0.52 M-v 3Ek 0000 Kassandra
00115    7.75  0.15 K25BL 301.27858   97.00177  308.75022   11.58738  0.1923562  0.26843167   2.3800179  0 E2025-V34  6061  73 1872-2025 0.55 M-v 3Ek 0000 Thyra
00116    7.78  0.15 K25BL  16.48866   93.95980   63.67471    3.56136  0.1380527  0.21397437   2.7683960  0 MPO950948  4192  73 1872-2025 0.77 M-v 3Ek 0000 Sirona
00117    8.15  0.15 K25BL 244.39811   53.24207  348.61679   14.92192  0.0229211  0.19045256   2.9918846  0 MPO950948  6406  67 1876-2025 0.62 M-v 3Ek 0000 Lomia
00118    8.92  0.15 K25BL 212.20808   33.09673   47.63437    7.74653  0.1633907  0.25893064   2.4378880  0 MPO950948  6010  67 1872-2025 0.63 M-v 3Ek 0000 Peitho
00119    8.34  0.15 K25BL 202.39836  170.31414  203.61463    5.78683  0.0818740  0.23772127   2.5808178  0 MPO937416  4686  71 1872-2025 0.76 M-v 3Ek 0000 Althaea
00120    7.78  0.15 K25BL 294.79091  242.52130  340.54849    6.94108  0.0490001  0.17882051   3.1202628  0 E2025-V34  5820  70 1872-2025 0.65 M-v 3Ek 0000 Lachesis
00121    7.40  0.15 K25BL 227.97435  297.01608   72.87519    7.56630  0.1246355  0.15333992   3.4569988  0 MPO950948  7788  79 1872-2025 0.63 M-v 3Ek 0000 Hermione
00122    7.67  0.15 K25BL  23.24094  320.11297  177.94782    1.64336  0.0228338  0.17010436   3.2259608  0 MPO950948  4828  79 1872-2025 0.75 M-v 3Ek 0000 Gerda
00123    8.97  0.15 K25BL 135.65222  124.79279  307.60197    6.41310  0.1200949  0.22279472   2.6948388  0 MPO937416  7787  60 1872-2025 0.56 M-v 3Ek 0000 Brunhild
00124    8.05  0.15 K25BL  49.17832   61.59312  187.90218    2.96348  0.0784099  0.23110434   2.6298480  0 E2025-V38  4757  78 1872-2025 0.75 M-v 3Ek 0000 Alkeste
00125    8.93  0.15 K25BL 325.08012  109.55645  168.93396    4.66481  0.0814051  0.21701171   2.7425040  0 MPO950948  6613  73 1872-2025 0.63 M-v 3Ek 0000 Liberatrix
00126    9.25  0.15 K25BL 101.62036  328.72059   23.19159    2.92182  0.1055589  0.25852050   2.4404658  0 E2025-V46  9005  65 1872-2025 0.54 M-v 3Ek 0000 Velleda
00127    8.55  0.15 K25BL  82.28507   92.67558   31.09740    8.23803  0.0633287  0.21543601   2.7558602  0 MPO937416  6114  58 1893-2025 0.65 M-v 3Ek 0000 Johanna
00128    7.67  0.15 K25BL 231.88964  302.81292   76.16031    6.24684  0.1270064  0.21612818   2.7499731  0 MPO950949  5161  81 1872-2025 0.65 M-v 3Ek 0000 Nemesis
00129    7.01  0.15 K25BL  67.63476  110.53072  135.65431   12.26995  0.2130720  0.20288814   2.8683465  0 E2025-V38  3827  77 1876-2025 0.80 M-v 3Ek 0000 Antigone
00130    7.46  0.15 K25BL  13.43432  237.93444  144.97197   22.78346  0.2094513  0.17850231   3.1239698  0 MPO950949 15807  66 1893-2025 0.40 M-v 3Ek 0000 Elektra
00131    9.99  0.15 K25BL  92.16534  161.38815   65.55593    4.96315  0.0694273  0.25994837   2.4315208  0 E2025-V38  6650  61 1873-2025 0.62 M-v 3Ek 0000 Vala
00132    8.96  0.15 K25BL 113.06116  255.61885  258.05085   24.98355  0.3870077  0.23346623   2.6120811  0 E2025-V34  4856  48 1873-2025 0.68 M-v 3Ek 0005 Aethra
00133    8.04  0.15 K25BL 219.01980  291.64999  318.66882    7.22452  0.1302969  0.18285504   3.0741951  0 E2025-V46  5819  66 1873-2025 0.63 M-v 3Ek 0000 Cyrene
00134    8.97  0.15 K25BL 325.20987   85.80152  345.83618   11.61241  0.1151201  0.24021643   2.5629153  0 E2025-V50  6275  72 1877-2025 0.60 M-v 3Ek 0000 Sophrosyne
00135    8.32  0.15 K25BL 243.17604  340.31246  343.43461    2.30329  0.2083719  0.26069126   2.4268992  0 MPO950949  7853  73 1885-2025 0.58 M-v 3Ek 0000 Hertha
00136    9.76  0.15 K25BL 180.48940  133.32633  186.32068    9.57898  0.0850546  0.28497410   2.2869980  0 E2025-V23  6827  62 1877-2025 0.61 M-v 3Ek 0000 Austria
00137    8.35  0.15 K25BL 106.79108  107.97630  202.13859   13.42268  0.2107356  0.17830387   3.1262871  0 E2025-V38  9725  62 1880-2025 0.54 M-v 3Ek 0000 Meliboea
00138    9.02  0.15 K25BL 142.29791  261.11299   54.68757    3.19885  0.1618855  0.25683299   2.4511441  0 E2025-V46 10353  64 1897-2025 0.48 M-v 3Ek 0000 Tolosa
00139    8.05  0.15 K25BL  59.93276  167.31766    1.66763   10.87123  0.1702488  0.21199245   2.7856237  0 E2025-UJ7  8585  70 1881-2025 0.50 M-v 3Ek 0000 Juewa
00140    8.45  0.15 K25BL 221.31313  197.17346  107.07621    3.19129  0.2179542  0.21843576   2.7305716  0 E2025-V34  6233  63 1877-2025 0.71 M-v 3Ek 0000 Siwa
00141    8.38  0.15 K25BL 342.60333   57.89942  318.43848   11.89574  0.2129857  0.22636941   2.6663933  0 E2025-V50  3990  58 1877-2025 0.73 M-v 3Ek 0000 Lumen
00142   10.54  0.15 K25BL 311.14012  292.63680  291.05898    2.24257  0.1327634  0.26194572   2.4191447  0 MPO914114 11389  57 1880-2025 0.48 M-v 3Ek 0000 Polana
00143    9.33  0.15 K25BL 237.29176  251.82691  332.87941   11.44453  0.0715140  0.21448840   2.7639712  0 E2025-V46 10396  53 1880-2025 0.50 M-v 3Ek 0000 Adria
00144    8.07  0.15 K25BL 194.55124  294.43313   76.16312    4.81605  0.2356002  0.22802745   2.6534523  0 MPO950949  4483  71 1875-2025 0.73 M-v 3Ek 0000 Vibilia
